article_id,title,content,source,published_at,url,language,expected_domain,split
fdeaee4da5d4,Parliament backs election finance reform plan Snapshot,"Government lawmakers approved an election finance package after a long parliament debate on campaign funding, voter transparency, coalition strategy, and policy oversight. Campaign advisers expanded voter outreach and debate planning across multiple constituencies.",BBC Archive,2026-02-18T08:00:00+00:00,https://dataset.local/parliament-backs-election-finance-reform-plan-snapshot,en,Politics,train
1ecfd0018875,Parliament backs election finance reform plan Outlook,"Government lawmakers approved an election finance package after a long parliament debate on campaign funding, voter transparency, coalition strategy, and policy oversight. Coalition negotiators tracked polling shifts and legislative messaging ahead of the next vote.",BBC Archive,2026-02-28T08:00:00+00:00,https://dataset.local/parliament-backs-election-finance-reform-plan-outlook,en,Politics,train
c747d18caf64,Parliament backs election finance reform plan Watch,"Government lawmakers approved an election finance package after a long parliament debate on campaign funding, voter transparency, coalition strategy, and policy oversight. Election observers monitored turnout expectations, oversight reforms, and cabinet coordination.",BBC Archive,2026-03-10T08:00:00+00:00,https://dataset.local/parliament-backs-election-finance-reform-plan-watch,en,Politics,train
e439b2bb3ba6,Parliament backs election finance reform plan Briefing,"Government lawmakers approved an election finance package after a long parliament debate on campaign funding, voter transparency, coalition strategy, and policy oversight. Policy teams measured public reaction, parliament strategy, and party alliance discipline.",BBC Archive,2026-03-20T08:00:00+00:00,https://dataset.local/parliament-backs-election-finance-reform-plan-briefing,en,Politics,validation
3a3d3271d0db,Cabinet outlines new industrial policy after budget session Snapshot,"Ministers said the industrial policy will support manufacturing, regional jobs, export growth, and infrastructure while opposition leaders demanded stricter accountability from government agencies. Campaign advisers expanded voter outreach and debate planning across multiple constituencies.",BBC Archive,2026-02-19T09:15:00+00:00,https://dataset.local/cabinet-outlines-new-industrial-policy-after-budget-session-snapshot,en,Politics,train
fe2c0ae21b22,Cabinet outlines new industrial policy after budget session Outlook,"Ministers said the industrial policy will support manufacturing, regional jobs, export growth, and infrastructure while opposition leaders demanded stricter accountability from government agencies. Coalition negotiators tracked polling shifts and legislative messaging ahead of the next vote.",BBC Archive,2026-03-01T09:15:00+00:00,https://dataset.local/cabinet-outlines-new-industrial-policy-after-budget-session-outlook,en,Politics,train
89bddcc59774,Cabinet outlines new industrial policy after budget session Watch,"Ministers said the industrial policy will support manufacturing, regional jobs, export growth, and infrastructure while opposition leaders demanded stricter accountability from government agencies. Election observers monitored turnout expectations, oversight reforms, and cabinet coordination.",BBC Archive,2026-03-11T09:15:00+00:00,https://dataset.local/cabinet-outlines-new-industrial-policy-after-budget-session-watch,en,Politics,train
9d52a759c099,Cabinet outlines new industrial policy after budget session Briefing,"Ministers said the industrial policy will support manufacturing, regional jobs, export growth, and infrastructure while opposition leaders demanded stricter accountability from government agencies. Policy teams measured public reaction, parliament strategy, and party alliance discipline.",BBC Archive,2026-03-21T09:15:00+00:00,https://dataset.local/cabinet-outlines-new-industrial-policy-after-budget-session-briefing,en,Politics,validation
816370cf3881,Regional leaders push coalition talks ahead of national vote Snapshot,"Party officials accelerated coalition negotiations, election outreach, and legislative messaging as polling tightened before the national vote and parliament reconvened. Campaign advisers expanded voter outreach and debate planning across multiple constituencies.",Reuters Archive,2026-02-21T10:00:00+00:00,https://dataset.local/regional-leaders-push-coalition-talks-ahead-of-national-vote-snapshot,en,Politics,train
be1e4a1af534,Regional leaders push coalition talks ahead of national vote Outlook,"Party officials accelerated coalition negotiations, election outreach, and legislative messaging as polling tightened before the national vote and parliament reconvened. Coalition negotiators tracked polling shifts and legislative messaging ahead of the next vote.",Reuters Archive,2026-03-03T10:00:00+00:00,https://dataset.local/regional-leaders-push-coalition-talks-ahead-of-national-vote-outlook,en,Politics,train
ce4dac216121,Regional leaders push coalition talks ahead of national vote Watch,"Party officials accelerated coalition negotiations, election outreach, and legislative messaging as polling tightened before the national vote and parliament reconvened. Election observers monitored turnout expectations, oversight reforms, and cabinet coordination.",Reuters Archive,2026-03-13T10:00:00+00:00,https://dataset.local/regional-leaders-push-coalition-talks-ahead-of-national-vote-watch,en,Politics,train
932d35839358,Regional leaders push coalition talks ahead of national vote Briefing,"Party officials accelerated coalition negotiations, election outreach, and legislative messaging as polling tightened before the national vote and parliament reconvened. Policy teams measured public reaction, parliament strategy, and party alliance discipline.",Reuters Archive,2026-03-23T10:00:00+00:00,https://dataset.local/regional-leaders-push-coalition-talks-ahead-of-national-vote-briefing,en,Politics,validation
539a8a359320,Senate committee reviews cyber policy and digital regulation Snapshot,"The senate committee examined cybersecurity rules, digital platform regulation, public data protection, and cross-border policy coordination with technology regulators. Campaign advisers expanded voter outreach and debate planning across multiple constituencies.",CNN Archive,2026-02-24T12:00:00+00:00,https://dataset.local/senate-committee-reviews-cyber-policy-and-digital-regulation-snapshot,en,Politics,train
977001cbca80,Senate committee reviews cyber policy and digital regulation Outlook,"The senate committee examined cybersecurity rules, digital platform regulation, public data protection, and cross-border policy coordination with technology regulators. Coalition negotiators tracked polling shifts and legislative messaging ahead of the next vote.",CNN Archive,2026-03-06T12:00:00+00:00,https://dataset.local/senate-committee-reviews-cyber-policy-and-digital-regulation-outlook,en,Politics,train
ed4779270f40,Senate committee reviews cyber policy and digital regulation Watch,"The senate committee examined cybersecurity rules, digital platform regulation, public data protection, and cross-border policy coordination with technology regulators. Election observers monitored turnout expectations, oversight reforms, and cabinet coordination.",CNN Archive,2026-03-16T12:00:00+00:00,https://dataset.local/senate-committee-reviews-cyber-policy-and-digital-regulation-watch,en,Politics,train
2c1770b09bad,Senate committee reviews cyber policy and digital regulation Briefing,"The senate committee examined cybersecurity rules, digital platform regulation, public data protection, and cross-border policy coordination with technology regulators. Policy teams measured public reaction, parliament strategy, and party alliance discipline.",CNN Archive,2026-03-26T12:00:00+00:00,https://dataset.local/senate-committee-reviews-cyber-policy-and-digital-regulation-briefing,en,Politics,validation
47c2c4335e62,National team seals cricket series after dominant chase Snapshot,"The cricket team completed a dominant chase with late boundary hitting, disciplined bowling, and sharp fielding as the match crowd celebrated the series-clinching score. Performance analysts reviewed match tempo, player recovery, and tournament preparation metrics.",BBC Archive,2026-02-18T14:30:00+00:00,https://dataset.local/national-team-seals-cricket-series-after-dominant-chase-snapshot,en,Sports,train
974c82808212,National team seals cricket series after dominant chase Outlook,"The cricket team completed a dominant chase with late boundary hitting, disciplined bowling, and sharp fielding as the match crowd celebrated the series-clinching score. Coaches adjusted training intensity, squad rotation, and tactical shape before the next fixture.",BBC Archive,2026-02-28T14:30:00+00:00,https://dataset.local/national-team-seals-cricket-series-after-dominant-chase-outlook,en,Sports,train
6b87e7a40aba,National team seals cricket series after dominant chase Watch,"The cricket team completed a dominant chase with late boundary hitting, disciplined bowling, and sharp fielding as the match crowd celebrated the series-clinching score. Broadcast partners highlighted fan engagement, score momentum, and sponsorship impact.",BBC Archive,2026-03-10T14:30:00+00:00,https://dataset.local/national-team-seals-cricket-series-after-dominant-chase-watch,en,Sports,train
e06c08f7ca85,National team seals cricket series after dominant chase Briefing,"The cricket team completed a dominant chase with late boundary hitting, disciplined bowling, and sharp fielding as the match crowd celebrated the series-clinching score. Team staff monitored workload balance, injury prevention, and knockout-stage readiness.",BBC Archive,2026-03-20T14:30:00+00:00,https://dataset.local/national-team-seals-cricket-series-after-dominant-chase-briefing,en,Sports,validation
4eb46fc51f6c,Coach praises young squad after dramatic football comeback Snapshot,"The football coach praised the young squad after a dramatic league comeback driven by pressing, midfield control, and a stoppage-time goal that lifted team morale. Performance analysts reviewed match tempo, player recovery, and tournament preparation metrics.",CNN Archive,2026-02-20T18:10:00+00:00,https://dataset.local/coach-praises-young-squad-after-dramatic-football-comeback-snapshot,en,Sports,train
0f6682a283cb,Coach praises young squad after dramatic football comeback Outlook,"The football coach praised the young squad after a dramatic league comeback driven by pressing, midfield control, and a stoppage-time goal that lifted team morale. Coaches adjusted training intensity, squad rotation, and tactical shape before the next fixture.",CNN Archive,2026-03-02T18:10:00+00:00,https://dataset.local/coach-praises-young-squad-after-dramatic-football-comeback-outlook,en,Sports,train
73edef9018a3,Coach praises young squad after dramatic football comeback Watch,"The football coach praised the young squad after a dramatic league comeback driven by pressing, midfield control, and a stoppage-time goal that lifted team morale. Broadcast partners highlighted fan engagement, score momentum, and sponsorship impact.",CNN Archive,2026-03-12T18:10:00+00:00,https://dataset.local/coach-praises-young-squad-after-dramatic-football-comeback-watch,en,Sports,train
4920491816aa,Coach praises young squad after dramatic football comeback Briefing,"The football coach praised the young squad after a dramatic league comeback driven by pressing, midfield control, and a stoppage-time goal that lifted team morale. Team staff monitored workload balance, injury prevention, and knockout-stage readiness.",CNN Archive,2026-03-22T18:10:00+00:00,https://dataset.local/coach-praises-young-squad-after-dramatic-football-comeback-briefing,en,Sports,validation
0dce0382cd10,Analysts track player workload before major tournament Snapshot,"Sports analysts reviewed training data, player workload, injury management, and tournament rotation plans as the coaching staff prepared for knockout matches. Performance analysts reviewed match tempo, player recovery, and tournament preparation metrics.",Reuters Archive,2026-02-23T07:45:00+00:00,https://dataset.local/analysts-track-player-workload-before-major-tournament-snapshot,en,Sports,train
a83a13597125,Analysts track player workload before major tournament Outlook,"Sports analysts reviewed training data, player workload, injury management, and tournament rotation plans as the coaching staff prepared for knockout matches. Coaches adjusted training intensity, squad rotation, and tactical shape before the next fixture.",Reuters Archive,2026-03-05T07:45:00+00:00,https://dataset.local/analysts-track-player-workload-before-major-tournament-outlook,en,Sports,train
a25f46371da0,Analysts track player workload before major tournament Watch,"Sports analysts reviewed training data, player workload, injury management, and tournament rotation plans as the coaching staff prepared for knockout matches. Broadcast partners highlighted fan engagement, score momentum, and sponsorship impact.",Reuters Archive,2026-03-15T07:45:00+00:00,https://dataset.local/analysts-track-player-workload-before-major-tournament-watch,en,Sports,train
c34fc74992c2,Analysts track player workload before major tournament Briefing,"Sports analysts reviewed training data, player workload, injury management, and tournament rotation plans as the coaching staff prepared for knockout matches. Team staff monitored workload balance, injury prevention, and knockout-stage readiness.",Reuters Archive,2026-03-25T07:45:00+00:00,https://dataset.local/analysts-track-player-workload-before-major-tournament-briefing,en,Sports,validation
c562377dd4e2,League final draws record audience and sponsorship demand Snapshot,"The league final attracted record audience figures, sponsorship demand, merchandise sales, and global broadcast attention after a high-scoring team performance. Performance analysts reviewed match tempo, player recovery, and tournament preparation metrics.",CNN Archive,2026-02-26T20:05:00+00:00,https://dataset.local/league-final-draws-record-audience-and-sponsorship-demand-snapshot,en,Sports,train
8e446bbf12af,League final draws record audience and sponsorship demand Outlook,"The league final attracted record audience figures, sponsorship demand, merchandise sales, and global broadcast attention after a high-scoring team performance. Coaches adjusted training intensity, squad rotation, and tactical shape before the next fixture.",CNN Archive,2026-03-08T20:05:00+00:00,https://dataset.local/league-final-draws-record-audience-and-sponsorship-demand-outlook,en,Sports,train
f67c997e0799,League final draws record audience and sponsorship demand Watch,"The league final attracted record audience figures, sponsorship demand, merchandise sales, and global broadcast attention after a high-scoring team performance. Broadcast partners highlighted fan engagement, score momentum, and sponsorship impact.",CNN Archive,2026-03-18T20:05:00+00:00,https://dataset.local/league-final-draws-record-audience-and-sponsorship-demand-watch,en,Sports,train
459079ca640f,League final draws record audience and sponsorship demand Briefing,"The league final attracted record audience figures, sponsorship demand, merchandise sales, and global broadcast attention after a high-scoring team performance. Team staff monitored workload balance, injury prevention, and knockout-stage readiness.",CNN Archive,2026-03-28T20:05:00+00:00,https://dataset.local/league-final-draws-record-audience-and-sponsorship-demand-briefing,en,Sports,validation
6c0ba98797da,AI startup launches diagnostic platform for hospitals Snapshot,"An AI startup launched clinical software for hospitals, combining machine learning, medical imaging support, workflow automation, and analytics for faster diagnosis. Product teams scaled software deployment, AI experimentation, and enterprise platform integration.",Reuters Archive,2026-02-18T06:50:00+00:00,https://dataset.local/ai-startup-launches-diagnostic-platform-for-hospitals-snapshot,en,Technology,train
24744aaddf4c,AI startup launches diagnostic platform for hospitals Outlook,"An AI startup launched clinical software for hospitals, combining machine learning, medical imaging support, workflow automation, and analytics for faster diagnosis. Engineers benchmarked automation pipelines, compute efficiency, and cloud reliability targets.",Reuters Archive,2026-02-28T06:50:00+00:00,https://dataset.local/ai-startup-launches-diagnostic-platform-for-hospitals-outlook,en,Technology,train
c9f350e09749,AI startup launches diagnostic platform for hospitals Watch,"An AI startup launched clinical software for hospitals, combining machine learning, medical imaging support, workflow automation, and analytics for faster diagnosis. Investors tracked startup adoption, semiconductor demand, and data platform expansion.",Reuters Archive,2026-03-10T06:50:00+00:00,https://dataset.local/ai-startup-launches-diagnostic-platform-for-hospitals-watch,en,Technology,train
3179df019ce8,AI startup launches diagnostic platform for hospitals Briefing,"An AI startup launched clinical software for hospitals, combining machine learning, medical imaging support, workflow automation, and analytics for faster diagnosis. Researchers validated model performance, robotics workflows, and cybersecurity hardening efforts.",Reuters Archive,2026-03-20T06:50:00+00:00,https://dataset.local/ai-startup-launches-diagnostic-platform-for-hospitals-briefing,en,Technology,validation
c734a6b9ad84,Cloud vendors compete over enterprise automation tools Snapshot,"Technology companies expanded cloud automation tools, developer platforms, cybersecurity monitoring, and software integration features for large enterprise clients. Product teams scaled software deployment, AI experimentation, and enterprise platform integration.",BBC Archive,2026-02-20T11:20:00+00:00,https://dataset.local/cloud-vendors-compete-over-enterprise-automation-tools-snapshot,en,Technology,train
4ef83addb532,Cloud vendors compete over enterprise automation tools Outlook,"Technology companies expanded cloud automation tools, developer platforms, cybersecurity monitoring, and software integration features for large enterprise clients. Engineers benchmarked automation pipelines, compute efficiency, and cloud reliability targets.",BBC Archive,2026-03-02T11:20:00+00:00,https://dataset.local/cloud-vendors-compete-over-enterprise-automation-tools-outlook,en,Technology,train
cb87fd8ae781,Cloud vendors compete over enterprise automation tools Watch,"Technology companies expanded cloud automation tools, developer platforms, cybersecurity monitoring, and software integration features for large enterprise clients. Investors tracked startup adoption, semiconductor demand, and data platform expansion.",BBC Archive,2026-03-12T11:20:00+00:00,https://dataset.local/cloud-vendors-compete-over-enterprise-automation-tools-watch,en,Technology,train
85ab37c0bda4,Cloud vendors compete over enterprise automation tools Briefing,"Technology companies expanded cloud automation tools, developer platforms, cybersecurity monitoring, and software integration features for large enterprise clients. Researchers validated model performance, robotics workflows, and cybersecurity hardening efforts.",BBC Archive,2026-03-22T11:20:00+00:00,https://dataset.local/cloud-vendors-compete-over-enterprise-automation-tools-briefing,en,Technology,validation
a510479764c3,Chipmakers accelerate investment in data center hardware Snapshot,"Chipmakers announced investment in data center hardware, AI accelerators, semiconductor capacity, and efficient software stacks for enterprise inference workloads. Product teams scaled software deployment, AI experimentation, and enterprise platform integration.",CNN Archive,2026-02-22T13:00:00+00:00,https://dataset.local/chipmakers-accelerate-investment-in-data-center-hardware-snapshot,en,Technology,train
814d513f7866,Chipmakers accelerate investment in data center hardware Outlook,"Chipmakers announced investment in data center hardware, AI accelerators, semiconductor capacity, and efficient software stacks for enterprise inference workloads. Engineers benchmarked automation pipelines, compute efficiency, and cloud reliability targets.",CNN Archive,2026-03-04T13:00:00+00:00,https://dataset.local/chipmakers-accelerate-investment-in-data-center-hardware-outlook,en,Technology,train
19cdd8179c9b,Chipmakers accelerate investment in data center hardware Watch,"Chipmakers announced investment in data center hardware, AI accelerators, semiconductor capacity, and efficient software stacks for enterprise inference workloads. Investors tracked startup adoption, semiconductor demand, and data platform expansion.",CNN Archive,2026-03-14T13:00:00+00:00,https://dataset.local/chipmakers-accelerate-investment-in-data-center-hardware-watch,en,Technology,train
681b90f7eca8,Chipmakers accelerate investment in data center hardware Briefing,"Chipmakers announced investment in data center hardware, AI accelerators, semiconductor capacity, and efficient software stacks for enterprise inference workloads. Researchers validated model performance, robotics workflows, and cybersecurity hardening efforts.",CNN Archive,2026-03-24T13:00:00+00:00,https://dataset.local/chipmakers-accelerate-investment-in-data-center-hardware-briefing,en,Technology,validation
6fb82627d997,University lab partners with startup on robotics software Snapshot,"Researchers partnered with a robotics startup to test autonomous software, simulation pipelines, machine learning models, and industrial inspection workflows. Product teams scaled software deployment, AI experimentation, and enterprise platform integration.",BBC Archive,2026-02-25T15:10:00+00:00,https://dataset.local/university-lab-partners-with-startup-on-robotics-software-snapshot,en,Technology,train
57d8e8cda43f,University lab partners with startup on robotics software Outlook,"Researchers partnered with a robotics startup to test autonomous software, simulation pipelines, machine learning models, and industrial inspection workflows. Engineers benchmarked automation pipelines, compute efficiency, and cloud reliability targets.",BBC Archive,2026-03-07T15:10:00+00:00,https://dataset.local/university-lab-partners-with-startup-on-robotics-software-outlook,en,Technology,train
949f181947a1,University lab partners with startup on robotics software Watch,"Researchers partnered with a robotics startup to test autonomous software, simulation pipelines, machine learning models, and industrial inspection workflows. Investors tracked startup adoption, semiconductor demand, and data platform expansion.",BBC Archive,2026-03-17T15:10:00+00:00,https://dataset.local/university-lab-partners-with-startup-on-robotics-software-watch,en,Technology,train
